srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR3536649,GSM2155548_r1,SRX1770376,FALSE,301629835,0,101,GSM2155548,GSM2155548: ARF_ecoli-ZmARF5_Zm_2; Zea mays; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM2155548,,,other,GENOMIC,OTHER
SRR2926779,GSM1925709_r1,SRX1412689,FALSE,10700567,0,100,GSM1925709,GSM1925709: WRKY_tnt.WRKY31_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925709,,,other,GENOMIC,OTHER
SRR2926778,GSM1925708_r1,SRX1412688,FALSE,5394823,0,100,GSM1925708,GSM1925708: WRKY_tnt.WRKY30_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925708,,,other,GENOMIC,OTHER
SRR2926777,GSM1925707_r1,SRX1412687,FALSE,8711192,0,100,GSM1925707,GSM1925707: WRKY_tnt.WRKY30_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925707,,,other,GENOMIC,OTHER
SRR2926776,GSM1925706_r1,SRX1412686,FALSE,1287498,0,100,GSM1925706,GSM1925706: WRKY_tnt.WRKY3_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925706,,,other,GENOMIC,OTHER
SRR2926775,GSM1925705_r1,SRX1412685,FALSE,4390617,0,100,GSM1925705,GSM1925705: WRKY_tnt.WRKY29_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925705,,,other,GENOMIC,OTHER
SRR2926774,GSM1925704_r1,SRX1412684,FALSE,4562734,0,100,GSM1925704,GSM1925704: WRKY_tnt.WRKY29_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925704,,,other,GENOMIC,OTHER
SRR2926773,GSM1925703_r1,SRX1412683,FALSE,11625768,0,100,GSM1925703,GSM1925703: WRKY_tnt.WRKY28_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925703,,,other,GENOMIC,OTHER
SRR2926772,GSM1925702_r1,SRX1412682,FALSE,5478782,0,100,GSM1925702,GSM1925702: WRKY_tnt.WRKY28_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925702,,,other,GENOMIC,OTHER
SRR2926771,GSM1925701_r1,SRX1412681,FALSE,6222243,0,100,GSM1925701,GSM1925701: WRKY_tnt.WRKY27_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925701,,,other,GENOMIC,OTHER
SRR2926770,GSM1925700_r1,SRX1412680,FALSE,2797511,0,100,GSM1925700,GSM1925700: WRKY_tnt.WRKY27_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925700,,,other,GENOMIC,OTHER
SRR2926769,GSM1925699_r1,SRX1412679,FALSE,599812,0,100,GSM1925699,GSM1925699: WRKY_tnt.WRKY26_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925699,,,other,GENOMIC,OTHER
SRR2926768,GSM1925698_r1,SRX1412678,FALSE,8882110,0,100,GSM1925698,GSM1925698: WRKY_tnt.WRKY26_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925698,,,other,GENOMIC,OTHER
SRR2926767,GSM1925697_r1,SRX1412677,FALSE,2178886,0,100,GSM1925697,GSM1925697: WRKY_tnt.WRKY25_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925697,,,other,GENOMIC,OTHER
SRR2926766,GSM1925696_r1,SRX1412676,FALSE,7249113,0,100,GSM1925696,GSM1925696: WRKY_tnt.WRKY25_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925696,,,other,GENOMIC,OTHER
SRR2926765,GSM1925695_r1,SRX1412675,FALSE,5063391,0,100,GSM1925695,GSM1925695: WRKY_tnt.WRKY24_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925695,,,other,GENOMIC,OTHER
SRR2926764,GSM1925694_r1,SRX1412674,FALSE,7330846,0,100,GSM1925694,GSM1925694: WRKY_tnt.WRKY24_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925694,,,other,GENOMIC,OTHER
SRR2926763,GSM1925693_r1,SRX1412673,FALSE,4887908,0,100,GSM1925693,GSM1925693: WRKY_tnt.WRKY22_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925693,,,other,GENOMIC,OTHER
SRR2926762,GSM1925692_r1,SRX1412672,FALSE,4544432,0,100,GSM1925692,GSM1925692: WRKY_tnt.WRKY21_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925692,,,other,GENOMIC,OTHER
SRR2926761,GSM1925691_r1,SRX1412671,FALSE,1616307,0,100,GSM1925691,GSM1925691: WRKY_tnt.WRKY20_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925691,,,other,GENOMIC,OTHER
SRR2926760,GSM1925690_r1,SRX1412670,FALSE,2341109,0,100,GSM1925690,GSM1925690: WRKY_tnt.WRKY18_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925690,,,other,GENOMIC,OTHER
SRR2926759,GSM1925689_r1,SRX1412669,FALSE,2994937,0,100,GSM1925689,GSM1925689: WRKY_tnt.WRKY18_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925689,,,other,GENOMIC,OTHER
SRR2926758,GSM1925688_r1,SRX1412668,FALSE,1408690,0,100,GSM1925688,GSM1925688: WRKY_tnt.WRKY17_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925688,,,other,GENOMIC,OTHER
SRR2926757,GSM1925687_r1,SRX1412667,FALSE,7592217,0,100,GSM1925687,GSM1925687: WRKY_tnt.WRKY17_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925687,,,other,GENOMIC,OTHER
SRR2926756,GSM1925686_r1,SRX1412666,TRUE,3059944,3059944,200,GSM1925686,GSM1925686: WRKY_tnt.WRKY15_col_b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925686,,,other,GENOMIC,OTHER
SRR2926755,GSM1925685_r1,SRX1412665,FALSE,9072926,0,100,GSM1925685,GSM1925685: WRKY_tnt.WRKY15_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925685,,,other,GENOMIC,OTHER
SRR2926754,GSM1925684_r1,SRX1412664,FALSE,5273979,0,100,GSM1925684,GSM1925684: WRKY_tnt.WRKY14_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925684,,,other,GENOMIC,OTHER
SRR2926753,GSM1925683_r1,SRX1412663,FALSE,7610514,0,100,GSM1925683,GSM1925683: WRKY_tnt.WRKY14_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925683,,,other,GENOMIC,OTHER
SRR2926752,GSM1925682_r1,SRX1412662,FALSE,1215928,0,100,GSM1925682,GSM1925682: WRKY_tnt.WRKY11_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925682,,,other,GENOMIC,OTHER
SRR2926751,GSM1925681_r1,SRX1412661,FALSE,1331097,0,100,GSM1925681,GSM1925681: Trihelix_tnt.GTL1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925681,,,other,GENOMIC,OTHER
SRR2926750,GSM1925680_r1,SRX1412660,FALSE,5324813,0,100,GSM1925680,GSM1925680: Trihelix_tnt.GTL1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925680,,,other,GENOMIC,OTHER
SRR2926749,GSM1925679_r1,SRX1412659,FALSE,2626943,0,100,GSM1925679,GSM1925679: Trihelix_tnt.GT3a_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925679,,,other,GENOMIC,OTHER
SRR2926748,GSM1925678_r1,SRX1412658,FALSE,2224520,0,100,GSM1925678,GSM1925678: Trihelix_tnt.GT2_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925678,,,other,GENOMIC,OTHER
SRR2926747,GSM1925677_r1,SRX1412657,FALSE,6013883,0,100,GSM1925677,GSM1925677: Trihelix_tnt.GT2_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925677,,,other,GENOMIC,OTHER
SRR2926746,GSM1925676_r1,SRX1412656,FALSE,3533961,0,130,GSM1925676,GSM1925676: Trihelix_tnt.GT1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925676,,,other,GENOMIC,OTHER
SRR2926745,GSM1925675_r1,SRX1412655,FALSE,5513786,0,100,GSM1925675,GSM1925675: Trihelix_tnt.AT5G47660_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925675,,,other,GENOMIC,OTHER
SRR2926744,GSM1925674_r1,SRX1412654,FALSE,5561172,0,100,GSM1925674,GSM1925674: Trihelix_tnt.AT5G47660_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925674,,,other,GENOMIC,OTHER
SRR2926743,GSM1925673_r1,SRX1412653,FALSE,11369402,0,100,GSM1925673,GSM1925673: Trihelix_tnt.AT5G05550_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925673,,,other,GENOMIC,OTHER
SRR2926742,GSM1925672_r1,SRX1412652,FALSE,9574527,0,100,GSM1925672,GSM1925672: Trihelix_tnt.AT5G05550_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925672,,,other,GENOMIC,OTHER
SRR2926741,GSM1925671_r1,SRX1412651,FALSE,4770837,0,130,GSM1925671,GSM1925671: Trihelix_tnt.AT3G58630_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925671,,,other,GENOMIC,OTHER
SRR2926740,GSM1925670_r1,SRX1412650,FALSE,4853570,0,100,GSM1925670,GSM1925670: Trihelix_tnt.AT3G58630_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925670,,,other,GENOMIC,OTHER
SRR2926739,GSM1925669_r1,SRX1412649,FALSE,4672727,0,100,GSM1925669,GSM1925669: Trihelix_tnt.AT3G25990_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925669,,,other,GENOMIC,OTHER
SRR2926738,GSM1925668_r1,SRX1412648,FALSE,9507584,0,100,GSM1925668,GSM1925668: Trihelix_tnt.AT3G25990_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925668,,,other,GENOMIC,OTHER
SRR2926737,GSM1925667_r1,SRX1412647,FALSE,998448,0,100,GSM1925667,GSM1925667: Trihelix_tnt.AT3G10030_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925667,,,other,GENOMIC,OTHER
SRR2926736,GSM1925666_r1,SRX1412646,FALSE,4727717,0,100,GSM1925666,GSM1925666: Trihelix_tnt.AT3G10030_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925666,,,other,GENOMIC,OTHER
SRR2926735,GSM1925665_r1,SRX1412645,FALSE,5141260,0,130,GSM1925665,GSM1925665: Trihelix_tnt.AT2G33550_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925665,,,other,GENOMIC,OTHER
SRR2926734,GSM1925664_r1,SRX1412644,FALSE,8404050,0,100,GSM1925664,GSM1925664: Trihelix_tnt.AT2G33550_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925664,,,other,GENOMIC,OTHER
SRR2926733,GSM1925663_r1,SRX1412643,FALSE,1303377,0,100,GSM1925663,GSM1925663: Trihelix_tnt.AT1G76880_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925663,,,other,GENOMIC,OTHER
SRR2926732,GSM1925662_r1,SRX1412642,FALSE,2248104,0,100,GSM1925662,GSM1925662: Trihelix_tnt.AT1G76870_col_b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925662,,,other,GENOMIC,OTHER
SRR2926731,GSM1925661_r1,SRX1412641,FALSE,4269965,0,100,GSM1925661,GSM1925661: TCP_tnt.TCP7_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925661,,,other,GENOMIC,OTHER
SRR2926730,GSM1925660_r1,SRX1412640,FALSE,6499756,0,100,GSM1925660,GSM1925660: TCP_tnt.TCP3_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925660,,,other,GENOMIC,OTHER
SRR2926729,GSM1925659_r1,SRX1412639,FALSE,6884307,0,100,GSM1925659,GSM1925659: TCP_tnt.TCP24_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925659,,,other,GENOMIC,OTHER
SRR2926728,GSM1925658_r1,SRX1412638,FALSE,5764881,0,100,GSM1925658,GSM1925658: TCP_tnt.TCP20_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925658,,,other,GENOMIC,OTHER
SRR2926727,GSM1925657_r1,SRX1412637,FALSE,4462395,0,100,GSM1925657,GSM1925657: TCP_tnt.TCP20_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925657,,,other,GENOMIC,OTHER
SRR2926726,GSM1925656_r1,SRX1412636,FALSE,691063,0,100,GSM1925656,GSM1925656: TCP_tnt.TCP17_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925656,,,other,GENOMIC,OTHER
SRR2926725,GSM1925655_r1,SRX1412635,FALSE,2299098,0,100,GSM1925655,GSM1925655: TCP_tnt.TCP17_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925655,,,other,GENOMIC,OTHER
SRR2926724,GSM1925654_r1,SRX1412634,FALSE,3037907,0,100,GSM1925654,GSM1925654: TCP_tnt.TCP16_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925654,,,other,GENOMIC,OTHER
SRR2926723,GSM1925653_r1,SRX1412633,FALSE,4686675,0,100,GSM1925653,GSM1925653: TCP_tnt.TCP16_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925653,,,other,GENOMIC,OTHER
SRR2926722,GSM1925652_r1,SRX1412632,FALSE,7618840,0,100,GSM1925652,GSM1925652: TCP_tnt.TCP14_col_b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925652,,,other,GENOMIC,OTHER
SRR2926721,GSM1925651_r1,SRX1412631,FALSE,3789097,0,100,GSM1925651,GSM1925651: TCP_tnt.TCP1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925651,,,other,GENOMIC,OTHER
SRR2926720,GSM1925650_r1,SRX1412630,FALSE,5146271,0,100,GSM1925650,GSM1925650: TCP_tnt.PTF1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925650,,,other,GENOMIC,OTHER
SRR2926719,GSM1925649_r1,SRX1412629,FALSE,2126075,0,100,GSM1925649,GSM1925649: TCP_tnt.PTF1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925649,,,other,GENOMIC,OTHER
SRR2926718,GSM1925648_r1,SRX1412628,FALSE,3056131,0,100,GSM1925648,GSM1925648: TCP_tnt.At5g08330_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925648,,,other,GENOMIC,OTHER
SRR2926717,GSM1925647_r1,SRX1412627,FALSE,6040166,0,100,GSM1925647,GSM1925647: TCP_tnt.At5g08330_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925647,,,other,GENOMIC,OTHER
SRR2926716,GSM1925646_r1,SRX1412626,FALSE,7978448,0,100,GSM1925646,GSM1925646: TCP_tnt.At2g45680_col_b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925646,,,other,GENOMIC,OTHER
SRR2926715,GSM1925645_r1,SRX1412625,FALSE,3636005,0,100,GSM1925645,GSM1925645: TCP_tnt.At2g45680_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925645,,,other,GENOMIC,OTHER
SRR2926714,GSM1925644_r1,SRX1412624,FALSE,7779078,0,100,GSM1925644,GSM1925644: TCP_tnt.At1g72010_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925644,,,other,GENOMIC,OTHER
SRR2926713,GSM1925643_r1,SRX1412623,FALSE,2663994,0,100,GSM1925643,GSM1925643: TCP_tnt.At1g69690_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925643,,,other,GENOMIC,OTHER
SRR2926712,GSM1925642_r1,SRX1412622,FALSE,4841583,0,100,GSM1925642,GSM1925642: TCP_tnt.At1g69690_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925642,,,other,GENOMIC,OTHER
SRR2926711,GSM1925641_r1,SRX1412621,FALSE,952165,0,100,GSM1925641,GSM1925641: SRS_tnt.SRS7_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925641,,,other,GENOMIC,OTHER
SRR2926710,GSM1925640_r1,SRX1412620,FALSE,8968890,0,100,GSM1925640,GSM1925640: SRS_tnt.SRS7_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925640,,,other,GENOMIC,OTHER
SRR2926709,GSM1925639_r1,SRX1412619,FALSE,1560641,0,100,GSM1925639,GSM1925639: SBP_tnt.SPL9_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925639,,,other,GENOMIC,OTHER
SRR2926708,GSM1925638_r1,SRX1412618,FALSE,5789305,0,100,GSM1925638,GSM1925638: SBP_tnt.SPL9_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925638,,,other,GENOMIC,OTHER
SRR2926707,GSM1925637_r1,SRX1412617,FALSE,1225871,0,130,GSM1925637,GSM1925637: SBP_tnt.SPL5_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925637,,,other,GENOMIC,OTHER
SRR2926706,GSM1925636_r1,SRX1412616,FALSE,7625444,0,100,GSM1925636,GSM1925636: SBP_tnt.SPL5_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925636,,,other,GENOMIC,OTHER
SRR2926705,GSM1925635_r1,SRX1412615,FALSE,4181544,0,100,GSM1925635,GSM1925635: SBP_tnt.SPL3_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925635,,,other,GENOMIC,OTHER
SRR2926704,GSM1925634_r1,SRX1412614,FALSE,3908144,0,100,GSM1925634,GSM1925634: SBP_tnt.SPL3_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925634,,,other,GENOMIC,OTHER
SRR2926703,GSM1925633_r1,SRX1412613,FALSE,3171854,0,130,GSM1925633,GSM1925633: SBP_tnt.SPL15_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925633,,,other,GENOMIC,OTHER
SRR2926702,GSM1925632_r1,SRX1412612,FALSE,10635521,0,100,GSM1925632,GSM1925632: SBP_tnt.SPL15_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925632,,,other,GENOMIC,OTHER
SRR2926701,GSM1925631_r1,SRX1412611,FALSE,1580474,0,100,GSM1925631,GSM1925631: SBP_tnt.SPL14_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925631,,,other,GENOMIC,OTHER
SRR2926700,GSM1925630_r1,SRX1412610,FALSE,3171935,0,100,GSM1925630,GSM1925630: SBP_tnt.SPL13_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925630,,,other,GENOMIC,OTHER
SRR2926699,GSM1925629_r1,SRX1412609,FALSE,1224965,0,133,GSM1925629,GSM1925629: SBP_tnt.SPL11_col100_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925629,,,other,GENOMIC,OTHER
SRR2926698,GSM1925628_r1,SRX1412608,FALSE,9484946,0,100,GSM1925628,GSM1925628: SBP_tnt.SPL1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925628,,,other,GENOMIC,OTHER
SRR2926697,GSM1925627_r1,SRX1412607,FALSE,9306387,0,100,GSM1925627,GSM1925627: SBP_tnt.SPL1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925627,,,other,GENOMIC,OTHER
SRR2926696,GSM1925626_r1,SRX1412606,FALSE,8137422,0,130,GSM1925626,GSM1925626: S1Falike_tnt.AT3G09735_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925626,,,other,GENOMIC,OTHER
SRR2926695,GSM1925625_r1,SRX1412605,FALSE,710808,0,100,GSM1925625,GSM1925625: RWPRK_tnt.RKD2_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925625,,,other,GENOMIC,OTHER
SRR2926694,GSM1925624_r1,SRX1412604,FALSE,5007349,0,100,GSM1925624,GSM1925624: RWPRK_tnt.RKD2_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925624,,,other,GENOMIC,OTHER
SRR2926693,GSM1925623_r1,SRX1412603,FALSE,1059190,0,100,GSM1925623,GSM1925623: RWPRK_tnt.NLP7_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925623,,,other,GENOMIC,OTHER
SRR2926692,GSM1925622_r1,SRX1412602,FALSE,2172520,0,100,GSM1925622,GSM1925622: REMB3_tnt.AT2G31460_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925622,,,other,GENOMIC,OTHER
SRR2926691,GSM1925621_r1,SRX1412601,FALSE,8929434,0,130,GSM1925621,GSM1925621: REM_tnt.REM19_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925621,,,other,GENOMIC,OTHER
SRR2926690,GSM1925620_r1,SRX1412600,FALSE,3328981,0,100,GSM1925620,GSM1925620: REM_tnt.REM19_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925620,,,other,GENOMIC,OTHER
SRR2926689,GSM1925619_r1,SRX1412599,FALSE,5707043,0,100,GSM1925619,GSM1925619: RAV_tnt.RAV1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925619,,,other,GENOMIC,OTHER
SRR2926688,GSM1925618_r1,SRX1412598,FALSE,3460100,0,130,GSM1925618,GSM1925618: PLATZ_tnt.AT2G01818_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925618,,,other,GENOMIC,OTHER
SRR2926687,GSM1925617_r1,SRX1412597,FALSE,4874184,0,100,GSM1925617,GSM1925617: Orphan_tnt.BBX31_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925617,,,other,GENOMIC,OTHER
SRR2926686,GSM1925616_r1,SRX1412596,FALSE,1249858,0,100,GSM1925616,GSM1925616: Orphan_tnt.AT1G24250_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925616,,,other,GENOMIC,OTHER
