srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR8742371,GSM3674663_r1,SRX5534498,FALSE,45911383,0,75,GSM3674663,GSM3674663: ChIP_duckweed_3days_after_tranferring_Input; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674663,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742370,GSM3674662_r1,SRX5534497,FALSE,14547718,0,76,GSM3674662,GSM3674662: ChIP_duckweed_3days_after_tranferring_H2A.Z; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674662,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742369,GSM3674661_r1,SRX5534496,FALSE,38871890,0,75,GSM3674661,GSM3674661: ChIP_duckweed_3days_after_tranferring_H3K4me1; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674661,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742368,GSM3674660_r1,SRX5534495,FALSE,49274747,0,76,GSM3674660,GSM3674660: ChIP_duckweed_3days_after_tranferring_H3K4me3; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674660,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742367,GSM3674659_r1,SRX5534494,FALSE,10336135,0,76,GSM3674659,GSM3674659: ChIP_duckweed_3days_after_tranferring_H3K56ac; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674659,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742366,GSM3674658_r1,SRX5534493,FALSE,46821829,0,75,GSM3674658,GSM3674658: ChIP_duckweed_3days_after_tranferring_H3K36me3; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674658,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742365,GSM3674657_r1,SRX5534492,FALSE,14067330,0,75,GSM3674657,GSM3674657: ChIP_duckweed_3days_after_tranferring_H3K27me3; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674657,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742364,GSM3674656_r1,SRX5534491,FALSE,37820029,0,75,GSM3674656,GSM3674656: ChIP_duckweed_3days_after_tranferring_H3; Spirodela polyrhiza; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674656,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742363,GSM3674655_r1,SRX5534490,FALSE,45244080,0,75,GSM3674655,GSM3674655: ChIP_Phaseolus_10days_leaf_Input; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674655,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742362,GSM3674654_r1,SRX5534489,FALSE,16142977,0,75,GSM3674654,GSM3674654: ChIP_Phaseolus_10days_leaf_H2A.Z; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674654,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742361,GSM3674653_r1,SRX5534488,FALSE,46289239,0,75,GSM3674653,GSM3674653: ChIP_Phaseolus_10days_leaf_H3K4me1; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674653,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742360,GSM3674652_r1,SRX5534487,FALSE,37777365,0,75,GSM3674652,GSM3674652: ChIP_Phaseolus_10days_leaf_H3K4me3; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674652,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742359,GSM3674651_r1,SRX5534486,FALSE,50140623,0,75,GSM3674651,GSM3674651: ChIP_Phaseolus_10days_leaf_H3K56ac; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674651,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742358,GSM3674650_r1,SRX5534485,FALSE,16914849,0,75,GSM3674650,GSM3674650: ChIP_Phaseolus_10days_leaf_H3K36me3; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674650,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742357,GSM3674649_r1,SRX5534484,FALSE,17263416,0,75,GSM3674649,GSM3674649: ChIP_Phaseolus_10days_leaf_H3K27me3; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674649,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742356,GSM3674648_r1,SRX5534483,FALSE,38086940,0,75,GSM3674648,GSM3674648: ChIP_Phaseolus_10days_leaf_H3; Phaseolus vulgaris; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674648,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742355,GSM3674647_r1,SRX5534482,FALSE,43670744,0,75,GSM3674647,GSM3674647: ChIP_Soybean_10days_leaf_Input; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674647,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742354,GSM3674646_r1,SRX5534481,FALSE,24217601,0,75,GSM3674646,GSM3674646: ChIP_Soybean_10days_leaf_H2A.Z; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674646,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742353,GSM3674645_r1,SRX5534480,FALSE,43458320,0,75,GSM3674645,GSM3674645: ChIP_Soybean_10days_leaf_H3K4me1; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674645,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742352,GSM3674644_r1,SRX5534479,FALSE,27314553,0,75,GSM3674644,GSM3674644: ChIP_Soybean_10days_leaf_H3K4me3; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674644,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742351,GSM3674643_r1,SRX5534478,FALSE,40598852,0,75,GSM3674643,GSM3674643: ChIP_Soybean_10days_leaf_H3K56ac; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674643,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742350,GSM3674642_r1,SRX5534477,FALSE,54973282,0,75,GSM3674642,GSM3674642: ChIP_Soybean_10days_leaf_H3K36me3; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674642,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742349,GSM3674641_r1,SRX5534476,FALSE,27630809,0,75,GSM3674641,GSM3674641: ChIP_Soybean_10days_leaf_H3K27me3; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674641,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742348,GSM3674640_r1,SRX5534475,FALSE,40345784,0,75,GSM3674640,GSM3674640: ChIP_Soybean_10days_leaf_H3; Glycine max; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674640,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742347,GSM3674639_r1,SRX5534474,FALSE,8773291,0,75,GSM3674639,GSM3674639: ChIP_Eutrema_10days_leaf_Input; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674639,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742346,GSM3674638_r1,SRX5534473,FALSE,11423177,0,75,GSM3674638,GSM3674638: ChIP_Eutrema_10days_leaf_H2A.Z; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674638,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742345,GSM3674637_r1,SRX5534472,FALSE,20967824,0,75,GSM3674637,GSM3674637: ChIP_Eutrema_10days_leaf_H3K4me1; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674637,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742344,GSM3674636_r1,SRX5534471,FALSE,35936805,0,75,GSM3674636,GSM3674636: ChIP_Eutrema_10days_leaf_H3K4me3; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674636,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742343,GSM3674635_r1,SRX5534470,FALSE,31616974,0,75,GSM3674635,GSM3674635: ChIP_Eutrema_10days_leaf_H3K56ac; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674635,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742342,GSM3674634_r1,SRX5534469,FALSE,17528189,0,75,GSM3674634,GSM3674634: ChIP_Eutrema_10days_leaf_H3K36me3; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674634,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742341,GSM3674633_r1,SRX5534468,FALSE,25043059,0,75,GSM3674633,GSM3674633: ChIP_Eutrema_10days_leaf_H3K27me3; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674633,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742340,GSM3674632_r1,SRX5534467,FALSE,12731175,0,75,GSM3674632,GSM3674632: ChIP_Eutrema_10days_leaf_H3; Eutrema salsugineum; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674632,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742339,GSM3674631_r1,SRX5534466,FALSE,41756212,0,75,GSM3674631,GSM3674631: ChIP_Brachypodium_7days_leaf_Input; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674631,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742338,GSM3674630_r1,SRX5534465,FALSE,18537021,0,76,GSM3674630,GSM3674630: ChIP_Brachypodium_7days_leaf_H2A.Z; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674630,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742337,GSM3674629_r1,SRX5534464,FALSE,43163064,0,75,GSM3674629,GSM3674629: ChIP_Brachypodium_7days_leaf_H3K4me1; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674629,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742336,GSM3674628_r1,SRX5534463,FALSE,26618346,0,76,GSM3674628,GSM3674628: ChIP_Brachypodium_7days_leaf_H3K4me3; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674628,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742335,GSM3674627_r1,SRX5534462,FALSE,21615870,0,76,GSM3674627,GSM3674627: ChIP_Brachypodium_7days_leaf_H3K56ac; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674627,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742334,GSM3674626_r1,SRX5534461,FALSE,52131458,0,76,GSM3674626,GSM3674626: ChIP_Brachypodium_7days_leaf_H3K36me3; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674626,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742333,GSM3674625_r1,SRX5534460,FALSE,17372241,0,76,GSM3674625,GSM3674625: ChIP_Brachypodium_7days_leaf_H3K27me3; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674625,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742332,GSM3674624_r1,SRX5534459,FALSE,39113313,0,75,GSM3674624,GSM3674624: ChIP_Brachypodium_7days_leaf_H3; Brachypodium distachyon; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674624,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742331,GSM3674623_r1,SRX5534458,FALSE,14899607,0,75,GSM3674623,GSM3674623: ChIP_Arabidopsis_7days_leaf_Input; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674623,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742330,GSM3674622_r1,SRX5534457,FALSE,38608760,0,75,GSM3674622,GSM3674622: ChIP_Arabidopsis_7days_leaf_H2A.Z; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674622,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742329,GSM3674621_r1,SRX5534456,FALSE,26354750,0,75,GSM3674621,GSM3674621: ChIP_Arabidopsis_7days_leaf_H3K4me1; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674621,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742328,GSM3674620_r1,SRX5534455,FALSE,14759323,0,75,GSM3674620,GSM3674620: ChIP_Arabidopsis_7days_leaf_H3K4me3; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674620,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742327,GSM3674619_r1,SRX5534454,FALSE,28168017,0,75,GSM3674619,GSM3674619: ChIP_Arabidopsis_7days_leaf_H3K56ac; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674619,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742326,GSM3674618_r1,SRX5534453,FALSE,22838021,0,75,GSM3674618,GSM3674618: ChIP_Arabidopsis_7days_leaf_H3K36me3; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674618,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742325,GSM3674617_r1,SRX5534452,FALSE,11780660,0,75,GSM3674617,GSM3674617: ChIP_Arabidopsis_7days_leaf_H3K27me3; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674617,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742324,GSM3674616_r1,SRX5534451,FALSE,24635818,0,75,GSM3674616,GSM3674616: ChIP_Arabidopsis_7days_leaf_H3; Arabidopsis thaliana; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674616,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742323,GSM3674615_r1,SRX5534450,FALSE,54895520,0,75,GSM3674615,GSM3674615: ChIP_Asparagus_10days_leaf_Input; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674615,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742322,GSM3674614_r1,SRX5534449,FALSE,41547380,0,76,GSM3674614,GSM3674614: ChIP_Asparagus_10days_leaf_H2A.Z; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674614,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742321,GSM3674613_r1,SRX5534448,FALSE,74268746,0,75,GSM3674613,GSM3674613: ChIP_Asparagus_10days_leaf_H3K4me1; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674613,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742320,GSM3674612_r1,SRX5534447,FALSE,24312751,0,76,GSM3674612,GSM3674612: ChIP_Asparagus_10days_leaf_H3K4me3; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674612,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742319,GSM3674611_r1,SRX5534446,FALSE,19869061,0,75,GSM3674611,GSM3674611: ChIP_Asparagus_10days_leaf_H3K56ac; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674611,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742318,GSM3674610_r1,SRX5534445,FALSE,28935121,0,75,GSM3674610,GSM3674610: ChIP_Asparagus_10days_leaf_H3K36me3; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674610,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742317,GSM3674609_r1,SRX5534444,FALSE,23638700,0,75,GSM3674609,GSM3674609: ChIP_Asparagus_10days_leaf_H3K27me3; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674609,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742316,GSM3674608_r1,SRX5534443,FALSE,53854905,0,75,GSM3674608,GSM3674608: ChIP_Asparagus_10days_leaf_H3; Asparagus officinalis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674608,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742315,GSM3674607_r1,SRX5534442,TRUE,29913292,29913292,151,GSM3674607,GSM3674607: RNA_Populus_leaf_rep2; Populus trichocarpa; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674607,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742314,GSM3674606_r1,SRX5534441,TRUE,26168420,26168420,151,GSM3674606,GSM3674606: RNA_Populus_leaf_rep1; Populus trichocarpa; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674606,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742313,GSM3674605_r1,SRX5534440,FALSE,45672397,0,75,GSM3674605,GSM3674605: RNA_Maize_7days_leaf_rep2; Zea mays; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674605,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742312,GSM3674604_r1,SRX5534439,FALSE,39823623,0,76,GSM3674604,GSM3674604: RNA_Rice_7days_leaf_rep2; Oryza sativa; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674604,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742311,GSM3674603_r1,SRX5534438,FALSE,8186107,0,76,GSM3674603,GSM3674603: RNA_Sorghum_7days_leaf_rep2; Sorghum bicolor; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674603,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742310,GSM3674602_r1,SRX5534437,FALSE,13434448,0,76,GSM3674602,GSM3674602: RNA_Setaria_7days_leaf_rep2; Setaria viridis; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674602,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742309,GSM3674601_r1,SRX5534436,FALSE,28518489,0,76,GSM3674601,GSM3674601: RNA_Barley_7days_leaf_rep2; Hordeum vulgare; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674601,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742308,GSM3674600_r1,SRX5534435,FALSE,25684428,0,76,GSM3674600,GSM3674600: RNA_duckweed_3days_after_tranferring_rep2; Spirodela polyrhiza; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674600,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742307,GSM3674599_r1,SRX5534434,FALSE,37390829,0,76,GSM3674599,GSM3674599: RNA_Phaseolus_10days_leaf_rep2; Phaseolus vulgaris; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674599,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742306,GSM3674598_r1,SRX5534433,FALSE,31711344,0,76,GSM3674598,GSM3674598: RNA_Soybean_10days_leaf_rep2; Glycine max; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674598,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742305,GSM3674597_r1,SRX5534432,FALSE,40688220,0,75,GSM3674597,GSM3674597: RNA_Eutrema_10days_leaf_rep2; Eutrema salsugineum; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674597,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742304,GSM3674596_r1,SRX5534431,FALSE,39648167,0,76,GSM3674596,GSM3674596: RNA_Brachypodium_7days_leaf_rep2; Brachypodium distachyon; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674596,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742303,GSM3674595_r1,SRX5534430,FALSE,43652316,0,76,GSM3674595,GSM3674595: RNA_Arabidopsis_7days_leaf_rep2; Arabidopsis thaliana; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674595,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742302,GSM3674594_r1,SRX5534429,FALSE,17340686,0,76,GSM3674594,GSM3674594: RNA_Asparagus_10days_leaf_rep2; Asparagus officinalis; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674594,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742301,GSM3674593_r1,SRX5534428,FALSE,46421549,0,75,GSM3674593,GSM3674593: RNA_Maize_7days_leaf_rep1; Zea mays; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674593,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742300,GSM3674592_r1,SRX5534427,FALSE,42319449,0,76,GSM3674592,GSM3674592: RNA_Rice_7days_leaf_rep1; Oryza sativa; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674592,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742299,GSM3674591_r1,SRX5534426,FALSE,9053213,0,76,GSM3674591,GSM3674591: RNA_Sorghum_7days_leaf_rep1; Sorghum bicolor; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674591,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742298,GSM3674590_r1,SRX5534425,FALSE,26801247,0,76,GSM3674590,GSM3674590: RNA_Setaria_7days_leaf_rep1; Setaria viridis; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674590,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742297,GSM3674589_r1,SRX5534424,FALSE,28818510,0,76,GSM3674589,GSM3674589: RNA_Barley_7days_leaf_rep1; Hordeum vulgare; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674589,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742296,GSM3674588_r1,SRX5534423,FALSE,29093419,0,76,GSM3674588,GSM3674588: RNA_duckweed_3days_after_tranferring_rep1; Spirodela polyrhiza; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674588,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742295,GSM3674587_r1,SRX5534422,FALSE,27677543,0,76,GSM3674587,GSM3674587: RNA_Phaseolus_10days_leaf_rep1; Phaseolus vulgaris; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674587,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742294,GSM3674586_r1,SRX5534421,FALSE,29308412,0,75,GSM3674586,GSM3674586: RNA_Soybean_10days_leaf_rep1; Glycine max; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674586,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742293,GSM3674585_r1,SRX5534420,FALSE,48380680,0,75,GSM3674585,GSM3674585: RNA_Eutrema_10days_leaf_rep1; Eutrema salsugineum; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674585,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742292,GSM3674584_r1,SRX5534419,FALSE,24018120,0,75,GSM3674584,GSM3674584: RNA_Brachypodium_7days_leaf_rep1; Brachypodium distachyon; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674584,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742291,GSM3674583_r1,SRX5534418,FALSE,32630619,0,76,GSM3674583,GSM3674583: RNA_Arabidopsis_7days_leaf_rep1; Arabidopsis thaliana; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674583,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR8742290,GSM3674582_r1,SRX5534417,FALSE,26240136,0,76,GSM3674582,GSM3674582: RNA_Asparagus_10days_leaf_rep1; Asparagus officinalis; RNA-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674582,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
