SampleID	Tissue	Genotype	Treatment	Replicate	paired	interleaved	r0	r1	r2
s70	seedling_leaf3	Mo17	heat	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_heat_rep1_GGCTAC_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_heat_rep1_GGCTAC_L004_R2_001.fastq
s71	seedling_leaf3	Mo17	heat	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_heat_rep2_CTTGTA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_heat_rep2_CTTGTA_L004_R2_001.fastq
s72	seedling_leaf3	Mo17	heat	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_heat_rep3_AGTCAA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_heat_rep3_AGTCAA_L004_R2_001.fastq
s73	seedling_leaf3	PH207	cold	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_cold_rep1_resubmit_GTGGCC_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_cold_rep1_resubmit_GTGGCC_L003_R2_001.fastq
s74	seedling_leaf3	PH207	cold	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_cold_rep2_resubmit_GTTTCG_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_cold_rep2_resubmit_GTTTCG_L004_R2_001.fastq
s75	seedling_leaf3	PH207	cold	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_cold_rep3_resubmit_CGTACG_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_cold_rep3_resubmit_CGTACG_L004_R2_001.fastq
s76	seedling_leaf3	PH207	control	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_control_rep1_AGTTCC_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_control_rep1_AGTTCC_L004_R2_001.fastq
s77	seedling_leaf3	PH207	control	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_control_rep2_ATGTCA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_control_rep2_ATGTCA_L004_R2_001.fastq
s78	seedling_leaf3	PH207	control	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_control_rep3_CCGTCC_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_control_rep3_CCGTCC_L004_R2_001.fastq
s79	seedling_leaf3	PH207	heat	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_heat_rep1_GTCCGC_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_heat_rep1_GTCCGC_L004_R2_001.fastq
s80	seedling_leaf3	PH207	heat	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_heat_rep2_GTGAAA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_heat_rep2_GTGAAA_L004_R2_001.fastq
s81	seedling_leaf3	PH207	heat	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_heat_rep3_GTGGCC_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/PH207_heat_rep3_GTGGCC_L004_R2_001.fastq
