SampleID	Tissue	Genotype	Treatment	Replicate	directory	file_prefix
mBR527	seedling_root	B84xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR527_S38
mBR528	seedling_root	B84xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR528_S39
mBR530	seedling_root	B84xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR530_S40
mBR531	seedling_root	B84xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR531_S41
mBR532	seedling_root	B84xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR532_S42
mBR534	seedling_root	A682xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR534_S43
mBR535	seedling_root	A682xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR535_S44
mBR536	seedling_root	A682xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR536_S45
mBR538	seedling_root	A682xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR538_S46
mBR539	seedling_root	A682xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR539_S47
mBR540	seedling_root	A682xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR540_S48
