SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	inbred	spots	avgLength
SRR8043226	seedling	PHG29xB73		2	m175	FALSE	FALSE	3555971	51
SRR8043227	seedling	PHN11xMo17		1	m324	FALSE	FALSE	4091136	51
SRR8043228	seedling	W64AxB73		1	m325	FALSE	FALSE	4150753	51
SRR8043229	seedling	PHG72xB73		1	m326	FALSE	FALSE	4167088	51
SRR8043230	seedling	PHJ40xMo17		1	m327	FALSE	FALSE	4445982	51
SRR8043231	internode	PH207xB73		1	m328	FALSE	FALSE	6714061	51
SRR8043232	internode	PHG39xMo17		1	m329	FALSE	FALSE	4634087	51
SRR8043233	endosperm	PHN11xB73		1	m330	FALSE	FALSE	6359974	51
SRR8043234	internode	Mo44xB73		1	m331	FALSE	FALSE	3479214	51
SRR8043235	seedling	LH123HTxB73		1	m332	FALSE	FALSE	3160108	51
SRR8043236	seedling	B84xB73		2	m251	FALSE	FALSE	4187885	51
SRR8043237	root	PHN11xMo17		1	m333	TRUE	FALSE	32645321	302
SRR8043238	endosperm	LH85xPH207		1	m334	TRUE	FALSE	44278389	302
SRR8043239	endosperm	PHG47xB73		1	m335	TRUE	FALSE	40006327	302
SRR8043240	seedling	LH145xB73		1	m336	FALSE	FALSE	4726576	51
SRR8043241	internode	LH123HTxMo17		1	m337	TRUE	FALSE	30012548	302
SRR8043242	seedling	LH156xMo17		1	m338	FALSE	FALSE	4888847	51
SRR8043243	seedling	LH85xB73		1	m339	FALSE	FALSE	5236759	51
SRR8043244	seedling	DKFAPWxMo17		2	m253	FALSE	FALSE	5128314	51
SRR8043245	seedling	H99xMo17		2	m252	FALSE	FALSE	4173204	51
SRR8043246	internode	Mo45xB73		1	m340	TRUE	FALSE	32794931	302
SRR8043247	internode	Mo44xMo17		1	m341	TRUE	FALSE	31350230	302
SRR8043248	endosperm	LH156xMo17		1	m342	TRUE	FALSE	46781355	302
SRR8043249	internode	NKS8326xB73		2	m247	TRUE	FALSE	30702107	302
SRR8043250	internode	NKH8431xB73		2	m227	TRUE	FALSE	35151898	302
SRR8043251	internode	MoGxMo17		2	m244	TRUE	FALSE	30659327	302
SRR8043252	seedling	PHG72xB73		2	m326	TRUE	FALSE	26732367	302
SRR8043253	root	DKFAPWxMo17		1	m343	TRUE	FALSE	31127896	302
SRR8043254	root	Mo44xB73		1	m344	FALSE	FALSE	6492764	51
SRR8043255	leaf	MoGxMo17		2	m272	FALSE	FALSE	4256409	51
SRR8043256	leaf	MoGxB73		2	m275	FALSE	FALSE	7057918	51
SRR8043257	leaf	NKH8431xB73		2	m273	FALSE	FALSE	6259112	51
SRR8043258	leaf	NKS8326xB73		1	m345	FALSE	FALSE	4844569	51
SRR8043259	leaf	Mo45xMo17		2	m301	FALSE	FALSE	6345991	51
SRR8043260	leaf	Mo44xMo17		1	m346	TRUE	FALSE	33815339	302
SRR8043261	leaf	Mo44xB73		1	m347	FALSE	FALSE	239535	51
SRR8043262	leaf	Mo45xB73		1	m348	FALSE	FALSE	7077362	51
SRR8043263	endosperm	NKH8431xMo17		1	m349	TRUE	FALSE	39333610	302
SRR8043264	endosperm	Ny821xPH207		1	m350	TRUE	FALSE	35898813	302
SRR8043265	leaf	PHG29xB73		1	m351	FALSE	FALSE	4010947	51
SRR8043266	leaf	PHG35xB73		1	m352	FALSE	FALSE	4129841	51
SRR8043267	seedling	PHG39xMo17		2	m257	FALSE	FALSE	6381234	51
SRR8043268	seedling	PHG50xB73		2	m265	FALSE	FALSE	5715431	51
SRR8043269	endosperm	NKS8326xB73		1	m353	TRUE	FALSE	34229142	302
SRR8043270	endosperm	NKH8431xPH207		1	m354	TRUE	FALSE	27609068	302
SRR8043271	leaf	PHG47xB73		2	m308	FALSE	FALSE	7267580	51
SRR8043272	leaf	PHG50xB73		1	m355	TRUE	FALSE	34805993	302
SRR8043273	leaf	W64AxMo17		1	m356	FALSE	FALSE	7979088	51
SRR8043274	leaf	PHW65xB73		1	m357	FALSE	FALSE	6075279	51
SRR8043275	endosperm	LH145xMo17		3	m219	FALSE	FALSE	4222721	51
SRR8043276	endosperm	PHB47xMo17		1	m358	TRUE	FALSE	34275990	302
SRR8043277	seedling	MoGxB73		1	m359	TRUE	FALSE	30902030	302
SRR8043278	endosperm	NKS8326xMo17		1	m360	TRUE	FALSE	34215586	302
SRR8043279	root	Mo45xMo17		1	m361	FALSE	FALSE	6332975	51
SRR8043280	endosperm	B84xMo17		1	m362	TRUE	FALSE	39337092	302
SRR8043281	endosperm	H99xMo17		1	m363	TRUE	FALSE	37720918	302
SRR8043282	endosperm	LH123HTxB73		1	m364	TRUE	FALSE	39354932	302
SRR8043283	root	LH123HTxB73		2	m183	FALSE	FALSE	5410978	51
SRR8043284	endosperm	H99xPH207		1	m365	TRUE	FALSE	31999638	302
SRR8043285	leaf	W64AxMo17XB73		2	m217	FALSE	FALSE	5403834	51
SRR8043286	root	B84xB73		2	m205	FALSE	FALSE	6316172	51
SRR8043287	leaf	PHN11xB73		1	m366	FALSE	FALSE	5320652	51
SRR8043288	leaf	PHN11xMo17		2	m216	FALSE	FALSE	5390394	51
SRR8043289	leaf	PHW65xMo17		1	m367	FALSE	FALSE	5805122	51
SRR8043290	leaf	PHJ40xB73		1	m368	FALSE	FALSE	5862002	51
SRR8043291	leaf	PHJ40xMo17		1	m369	FALSE	FALSE	6657030	51
SRR8043292	leaf	PHG72xB73		1	m370	FALSE	FALSE	3771196	51
SRR8043293	root	Mo45xB73		1	m371	FALSE	FALSE	6733433	51
SRR8043294	root	LH156xMo17		1	m372	TRUE	FALSE	32709943	302
SRR8043295	endosperm	Ny821xB73		1	m373	TRUE	FALSE	33932096	302
SRR8043296	endosperm	NC230xPH207		2	m286	FALSE	FALSE	4788493	51
SRR8043297	endosperm	LH145xPH207		1	m374	TRUE	FALSE	30668615	302
SRR8043298	seedling	PHN11xMo17		2	m324	TRUE	FALSE	32732965	302
SRR8043299	leaf	Mo44xMo17		2	m346	TRUE	FALSE	38829631	302
SRR8043300	root	PHW65xB73		1	m375	FALSE	FALSE	5188105	51
SRR8043301	endosperm	PHJ40xPH207		2	m202	TRUE	FALSE	39021403	302
SRR8043302	endosperm	NC230xB73		4	m176	TRUE	FALSE	37225021	302
SRR8043303	root	MoGxB73		2	m249	TRUE	FALSE	33869811	302
SRR8043304	root	MoGxMo17		2	m239	TRUE	FALSE	34501058	302
SRR8043305	internode	PHG50xMo17		1	m376	FALSE	FALSE	3749753	51
SRR8043306	seedling	B84xMo17		1	m377	FALSE	FALSE	3635191	51
SRR8043307	leaf	PHW65xB73		2	m357	TRUE	FALSE	28236099	302
SRR8043308	leaf	W64AxMo17		2	m356	TRUE	FALSE	33739508	302
SRR8043309	leaf	W64AxMo17		3	m356	TRUE	FALSE	32755719	302
SRR8043310	seedling	LH123HTxMo17		1	m378	TRUE	FALSE	36892388	302
SRR8043311	seedling	LH156xB73		2	m283	TRUE	FALSE	34298717	302
SRR8043312	leaf	PHW65xB73		3	m357	TRUE	FALSE	33780376	302
SRR8043313	endosperm	Mo45xB73		1	m379	FALSE	FALSE	5729225	51
SRR8043314	endosperm	LH145xMo17		4	m219	TRUE	FALSE	44439311	302
SRR8043315	seedling	PHB47xMo17		2	m259	FALSE	FALSE	6496489	51
SRR8043316	seedling	W64AxMo17		2	m246	TRUE	FALSE	37102095	302
SRR8043317	endosperm	B73xPH207		2	m192	TRUE	FALSE	28887701	302
SRR8043318	endosperm	NKS8326xB73		2	m353	FALSE	FALSE	4498066	51
SRR8043319	endosperm	NKS8326xMo17		2	m360	FALSE	FALSE	5651070	51
SRR8043320	endosperm	Ny821xB73		2	m373	FALSE	FALSE	6970187	51
SRR8043321	endosperm	NKS8326xPH207		2	m230	FALSE	FALSE	6506072	51
SRR8043322	endosperm	Ny821xPH207		2	m350	FALSE	FALSE	6399226	51
SRR8043323	endosperm	Oh43xPH207		2	m277	FALSE	FALSE	6871786	51
SRR8043324	internode	Mo17xPH207		2	m309	TRUE	FALSE	33110532	302
SRR8043325	endosperm	PH207xB73		2	m281	FALSE	FALSE	5337575	51
SRR8043326	endosperm	PHB47xPH207		2	m278	FALSE	FALSE	7165905	51
SRR8043327	endosperm	PHB47xMo17		2	m358	FALSE	FALSE	4020336	51
SRR8043328	endosperm	DKFAPWxPH207		2	m195	FALSE	FALSE	4226124	51
SRR8043329	endosperm	Mo17xPH207		1	m380	FALSE	FALSE	3531759	51
SRR8043330	internode	PHW65xB73		2	m255	FALSE	FALSE	4188785	51
SRR8043331	internode	PHJ40xB73		2	m211	FALSE	FALSE	5038146	51
SRR8043332	internode	Q381xB73		1	m381	FALSE	FALSE	5548649	51
SRR8043333	internode	PHW65xMo17		2	m254	FALSE	FALSE	6210502	51
SRR8043334	root	PHG47xMo17		2	m256	FALSE	FALSE	4001049	51
SRR8043335	internode	PHG39xB73		1	m382	FALSE	FALSE	5740884	51
SRR8043336	internode	PHG29xB73		2	m225	FALSE	FALSE	6355005	51
SRR8043337	internode	PHG35xMo17		2	m226	FALSE	FALSE	4297861	51
SRR8043338	root	PHG47xB73		1	m383	FALSE	FALSE	6550645	51
SRR8043339	root	LH85xB73		1	m384	FALSE	FALSE	6266478	51
SRR8043340	internode	Mo45xMo17		2	m234	TRUE	FALSE	32223184	302
SRR8043341	endosperm	Mo45xMo17		2	m291	TRUE	FALSE	30571063	302
SRR8043342	seedling	Q381xB73		2	m193	TRUE	FALSE	33649932	302
SRR8043343	root	PHG35xMo17		2	m240	FALSE	FALSE	3652956	51
SRR8043344	internode	PHN11xB73		2	m210	FALSE	FALSE	4267106	51
SRR8043345	internode	PHJ40xMo17		2	m212	FALSE	FALSE	5336231	51
SRR8043346	endosperm	PHG35xPH207		1	m385	FALSE	FALSE	4728542	51
SRR8043347	endosperm	LH145xB73		1	m386	FALSE	FALSE	3777702	51
SRR8043348	endosperm	MoGxB73		1	m387	TRUE	FALSE	35525651	302
SRR8043349	root	H99xB73		1	m388	TRUE	FALSE	35366676	302
SRR8043350	endosperm	LH145xPH207		2	m374	FALSE	FALSE	3639268	51
SRR8043351	endosperm	LH156xB73		1	m389	FALSE	FALSE	5181795	51
SRR8043352	endosperm	DKFAPWxB73		2	m235	FALSE	FALSE	4463305	51
SRR8043353	endosperm	LH156xMo17		2	m342	FALSE	FALSE	3237241	51
SRR8043354	endosperm	LH85xB73		1	m390	FALSE	FALSE	3065847	51
SRR8043355	root	NKS8326xMo17		1	m391	FALSE	FALSE	5060993	51
SRR8043356	leaf	PHW65xMo17		2	m367	TRUE	FALSE	32513143	302
SRR8043357	endosperm	LH85xMo17		1	m392	FALSE	FALSE	4343424	51
SRR8043358	root	PHW65xMo17		1	m393	FALSE	FALSE	5197102	51
SRR8043359	root	PHG72xB73		1	m394	FALSE	FALSE	4694157	51
SRR8043360	endosperm	PHG83xMo17		2	m306	TRUE	FALSE	44512389	302
SRR8043361	leaf	PHB47xMo17		1	m395	FALSE	FALSE	6609292	51
SRR8043362	leaf	PHB47xB73		1	m396	FALSE	FALSE	5514061	51
SRR8043363	leaf	PH207xB73		2	m274	FALSE	FALSE	839801	51
SRR8043364	leaf	PHG35xMo17		1	m397	FALSE	FALSE	7474782	51
SRR8043365	root	Oh43xB73		1	m398	FALSE	FALSE	3883180	51
SRR8043366	root	PHJ40xB73		1	m399	FALSE	FALSE	6123280	51
SRR8043367	leaf	Oh43xB73		2	m269	FALSE	FALSE	5469056	51
SRR8043368	leaf	NKS8326xMo17		2	m268	FALSE	FALSE	1247705	51
SRR8043369	leaf	PHJ40xMo17		2	m369	TRUE	FALSE	38693223	302
SRR8043370	endosperm	LH123HTxB73		2	m364	FALSE	FALSE	2573889	51
SRR8043371	endosperm	PHG35xMo17		1	m400	FALSE	FALSE	6084283	51
SRR8043372	endosperm	PHJ40xB73		1	m401	FALSE	FALSE	4139283	51
SRR8043373	endosperm	PHJ40xMo17		1	m402	FALSE	FALSE	4619482	51
SRR8043374	internode	DKFAPWxMo17		1	m403	FALSE	FALSE	6444329	51
SRR8043375	endosperm	LH93xMo17		1	m404	FALSE	FALSE	2338342	51
SRR8043376	endosperm	LH93xB73		1	m405	FALSE	FALSE	3168730	51
SRR8043377	endosperm	LH93xPH207		1	m406	FALSE	FALSE	5729443	51
SRR8043378	root	H99xB73		2	m388	FALSE	FALSE	5962827	51
SRR8043379	endosperm	LH156xB73		2	m389	FALSE	FALSE	5477435	51
SRR8043380	endosperm	Mo17xB73		2	m280	FALSE	FALSE	4629554	51
SRR8043381	endosperm	Mo17xB73		3	m280	FALSE	FALSE	5203009	51
SRR8043382	endosperm	LH85xPH207		2	m334	FALSE	FALSE	5408686	51
SRR8043383	endosperm	LH93xMo17		2	m404	TRUE	FALSE	24503442	302
SRR8043384	root	DKFAPWxMo17		2	m343	FALSE	FALSE	6207914	51
SRR8043385	root	H99xMo17		2	m181	FALSE	FALSE	5417160	51
SRR8043386	endosperm	Mo45xB73		2	m379	TRUE	FALSE	41288512	302
SRR8043387	root	PHG50xMo17		1	m407	TRUE	FALSE	31373579	302
SRR8043388	root	PHG50xB73		2	m186	TRUE	FALSE	32927502	302
SRR8043389	root	Mo17xPHG29		1	m408	FALSE	FALSE	2756375	51
SRR8043390	root	Mo17xPH207		1	m409	FALSE	FALSE	7103127	51
SRR8043391	endosperm	B84xPH207		1	m410	TRUE	FALSE	32912650	302
SRR8043392	endosperm	CR1HTxB73		1	m411	TRUE	FALSE	34614989	302
SRR8043393	endosperm	CR1HTxMo17		2	m276	TRUE	FALSE	25014328	302
SRR8043394	root	Mo17xOh43		1	m412	FALSE	FALSE	7005566	51
SRR8043395	root	LH156xMo17		2	m372	TRUE	FALSE	27632625	302
SRR8043396	endosperm	B73xMo17		1	m413	TRUE	FALSE	32970991	302
SRR8043397	endosperm	LH123HTxPH207		1	m414	TRUE	FALSE	34285740	302
SRR8043398	endosperm	LH93xB73		2	m405	TRUE	FALSE	39523877	302
SRR8043399	internode	DKFAPWxB73		1	m415	TRUE	FALSE	34198690	302
SRR8043400	endosperm	PHG83xB73		1	m416	FALSE	FALSE	5178340	51
SRR8043401	endosperm	LH93xPH207		2	m406	TRUE	FALSE	45458536	302
SRR8043402	endosperm	Mo45xPH207		2	m316	TRUE	FALSE	43046173	302
SRR8043403	internode	PHG39xMo17		2	m329	TRUE	FALSE	31774417	302
SRR8043404	internode	PH207xB73		2	m328	TRUE	FALSE	31714951	302
SRR8043405	seedling	LH93xB73		1	m417	FALSE	FALSE	4764436	51
SRR8043406	seedling	Mo44xB73		2	m294	FALSE	FALSE	3887653	51
SRR8043407	seedling	Mo45xB73		2	m296	FALSE	FALSE	3698876	51
SRR8043408	seedling	LH93xMo17		1	m418	FALSE	FALSE	4957033	51
SRR8043409	seedling	B84xMo17		2	m377	TRUE	FALSE	36804848	302
SRR8043410	internode	PHG50xMo17		2	m376	TRUE	FALSE	34582521	302
SRR8043411	seedling	Mo17xPH207		1	m419	FALSE	FALSE	5679441	51
SRR8043412	seedling	Mo17xB73		1	m420	FALSE	FALSE	4130169	51
SRR8043413	endosperm	Ny821xMo17		2	m287	TRUE	FALSE	32691585	302
SRR8043414	endosperm	MoGxMo17		2	m288	TRUE	FALSE	36172369	302
SRR8043415	endosperm	W64AxMo17		1	m421	TRUE	FALSE	33038303	302
SRR8043416	internode	B84xB73		1	m422	TRUE	FALSE	32191200	302
SRR8043417	internode	B84xMo17		1	m423	TRUE	FALSE	31638037	302
SRR8043418	endosperm	PHJ40xB73		2	m401	TRUE	FALSE	32453983	302
SRR8043419	endosperm	PHJ40xMo17		2	m402	TRUE	FALSE	30912782	302
SRR8043420	endosperm	Mo17xPH207		2	m380	TRUE	FALSE	29672060	302
SRR8043421	endosperm	W64AxB73		1	m424	TRUE	FALSE	31152487	302
SRR8043422	internode	MoGxB73		2	m224	TRUE	FALSE	32435057	302
SRR8043423	endosperm	PHG39xB73		1	m425	TRUE	FALSE	20917028	302
SRR8043424	seedling	DKFAPWxB73		2	m321	FALSE	FALSE	5789894	51
SRR8043425	seedling	H99xB73		2	m320	FALSE	FALSE	8252972	51
SRR8043426	endosperm	PHG39xMo17		2	m248	TRUE	FALSE	45576903	302
SRR8043427	endosperm	Mo17xB73		4	m280	TRUE	FALSE	34822028	302
SRR8043428	root	PHN11xMo17		2	m333	FALSE	FALSE	5289667	51
SRR8043429	endosperm	LH156xB73		3	m389	TRUE	FALSE	51677726	302
SRR8043430	endosperm	NKH8431xPH207		2	m354	FALSE	FALSE	5259044	51
SRR8043431	leaf	LH123HTxB73		2	m245	FALSE	FALSE	6831525	51
SRR8043432	seedling	PHN11xB73		1	m426	FALSE	FALSE	1481091	51
SRR8043433	endosperm	PH207xMo17		2	m279	FALSE	FALSE	5691171	51
SRR8043434	seedling	PHG47xB73		1	m427	FALSE	FALSE	3518259	51
SRR8043435	leaf	B84xB73		1	m428	FALSE	FALSE	4654585	51
SRR8043436	leaf	DKFAPWxMo17		2	m310	FALSE	FALSE	6841193	51
SRR8043437	root	W64AxMo17		1	m429	FALSE	FALSE	5335284	51
SRR8043438	endosperm	PHG35xPH207		2	m385	TRUE	FALSE	46502539	302
SRR8043439	endosperm	PHG50xB73		2	m322	FALSE	FALSE	2553565	51
SRR8043440	root	Mo17xB73		1	m430	FALSE	FALSE	5728298	51
SRR8043441	root	LH156xMo17		3	m372	FALSE	FALSE	3667169	51
SRR8043442	endosperm	LH123HTxPH207		2	m414	FALSE	FALSE	2134627	51
SRR8043443	internode	LH85xB73		2	m190	FALSE	FALSE	5772086	51
SRR8043444	seedling	PHG50xMo17		2	m250	FALSE	FALSE	4940218	51
SRR8043445	endosperm	PHG39xPH207		2	m191	FALSE	FALSE	3221286	51
SRR8043446	seedling	LH123HTxMo17		2	m378	FALSE	FALSE	8440830	51
SRR8043447	endosperm	MoGxB73		2	m387	FALSE	FALSE	2527345	51
SRR8043448	leaf	PHG47xB73		3	m308	TRUE	FALSE	31814724	302
SRR8043449	root	LH123HTxMo17		2	m182	FALSE	FALSE	5421739	51
SRR8043450	endosperm	LH85xB73		2	m390	TRUE	FALSE	36973456	302
SRR8043451	root	LH145xB73		2	m179	FALSE	FALSE	3679150	51
SRR8043452	seedling	Mo17xPH207		2	m419	TRUE	FALSE	28857821	302
SRR8043453	seedling	Mo17xB73		2	m420	TRUE	FALSE	36122889	302
SRR8043454	seedling	LH93xMo17		2	m418	TRUE	FALSE	41835290	302
SRR8043455	seedling	LH145xB73		2	m336	TRUE	FALSE	41367907	302
SRR8043456	seedling	LH123HTxB73		2	m332	TRUE	FALSE	36189496	302
SRR8043457	seedling	LH93xB73		2	m417	TRUE	FALSE	35848387	302
SRR8043458	seedling	LH85xB73		2	m339	TRUE	FALSE	33431645	302
SRR8043459	seedling	LH156xMo17		2	m338	TRUE	FALSE	37837439	302
SRR8043460	leaf	PHG47xMo17		1	m431	FALSE	FALSE	6078122	51
SRR8043461	leaf	PHG39xMo17		1	m432	FALSE	FALSE	5783714	51
SRR8043462	endosperm	B84xPH207		2	m410	FALSE	FALSE	5308491	51
SRR8043463	endosperm	CR1HTxB73		2	m411	FALSE	FALSE	5952840	51
SRR8043464	root	LH156xMo17		4	m372	FALSE	FALSE	5097851	51
SRR8043465	endosperm	LH85xMo17		2	m392	TRUE	FALSE	43218961	302
SRR8043466	leaf	W64AxMo17		4	m356	FALSE	FALSE	4790598	51
SRR8043467	endosperm	B84xMo17		2	m362	FALSE	FALSE	3994955	51
SRR8043468	leaf	PHG50xB73		2	m355	FALSE	FALSE	5365337	51
SRR8043469	leaf	PHG39xB73		1	m433	FALSE	FALSE	5076381	51
SRR8043470	root	PH207xB73		1	m434	TRUE	FALSE	32913509	302
SRR8043471	root	PHG35xB73		2	m177	TRUE	FALSE	30751800	302
SRR8043472	root	PHG29xB73		2	m188	TRUE	FALSE	32200700	302
SRR8043473	root	PHB47xMo17		2	m285	TRUE	FALSE	27257895	302
SRR8043474	root	NKS8326xB73		1	m435	TRUE	FALSE	32151657	302
SRR8043475	root	Oh43xB73		2	m398	TRUE	FALSE	32304229	302
SRR8043476	root	NKS8326xMo17		2	m391	TRUE	FALSE	33829330	302
SRR8043477	root	PHB47xB73		2	m187	TRUE	FALSE	39500934	302
SRR8043478	root	PHG39xMo17		2	m312	TRUE	FALSE	32960372	302
SRR8043479	root	PHG39xB73		2	m319	TRUE	FALSE	36943044	302
SRR8043480	root	Mo44xMo17		1	m436	TRUE	FALSE	36964631	302
SRR8043481	root	Mo17xB73		2	m430	TRUE	FALSE	37760827	302
SRR8043482	root	LH93xMo17		2	m242	TRUE	FALSE	31734254	302
SRR8043483	root	Mo17xPHG29		2	m408	TRUE	FALSE	32747715	302
SRR8043484	root	Mo17xOh43		2	m412	TRUE	FALSE	34041994	302
SRR8043485	root	Mo17xPH207		2	m409	TRUE	FALSE	31611734	302
SRR8043486	internode	LH156xMo17		4	m184	FALSE	FALSE	4947617	51
SRR8043487	root	LH156xB73		2	m271	TRUE	FALSE	37562439	302
SRR8043488	endosperm	Q381xB73		3	m185	FALSE	FALSE	6383905	51
SRR8043489	root	LH85xB73		2	m384	TRUE	FALSE	39893312	302
SRR8043490	leaf	PHG50xMo17		1	m437	TRUE	FALSE	33077189	302
SRR8043491	leaf	PHG72xB73		2	m370	TRUE	FALSE	34115222	302
SRR8043492	leaf	LH93xB73		1	m438	FALSE	FALSE	469538	51
SRR8043493	endosperm	B73xMo17		2	m413	FALSE	FALSE	3729273	51
SRR8043494	leaf	PHJ40xB73		2	m368	TRUE	FALSE	36023138	302
SRR8043495	seedling	NKS8326xB73		2	m203	TRUE	FALSE	31977599	302
SRR8043496	leaf	LH93xMo17		1	m439	FALSE	FALSE	5268966	51
SRR8043497	root	NKS8326xB73		2	m435	FALSE	FALSE	4430193	51
SRR8043498	internode	PHG50xB73		1	m440	FALSE	FALSE	3440092	51
SRR8043499	internode	PHG35xB73		2	m223	FALSE	FALSE	6433657	51
SRR8043500	leaf	LH85xB73		2	m298	FALSE	FALSE	6416551	51
SRR8043501	internode	Mo44xB73		2	m331	TRUE	FALSE	39869292	302
SRR8043502	internode	LH93xMo17		2	m323	TRUE	FALSE	33002364	302
SRR8043503	seedling	W64AxB73		2	m325	TRUE	FALSE	29195647	302
SRR8043504	internode	Mo17xOh43		2	m200	TRUE	FALSE	37081792	302
SRR8043505	seedling	PHN11xB73		2	m426	TRUE	FALSE	33061298	302
SRR8043506	seedling	PHG39xB73		2	m228	TRUE	FALSE	36791571	302
SRR8043507	internode	PHG47xB73		2	m208	FALSE	FALSE	6050455	51
SRR8043508	internode	PHG47xMo17		1	m441	FALSE	FALSE	4092701	51
SRR8043509	seedling	Oh43xB73		2	m199	TRUE	FALSE	27818485	302
SRR8043510	seedling	Mo45xMo17		1	m442	TRUE	FALSE	29908309	302
SRR8043511	seedling	PHJ40xMo17		2	m327	TRUE	FALSE	27569548	302
SRR8043512	root	Q381xB73		1	m443	TRUE	FALSE	36130869	302
SRR8043513	root	PHW65xMo17		2	m393	TRUE	FALSE	33762823	302
SRR8043514	leaf	B84xB73		2	m428	TRUE	FALSE	39257361	302
SRR8043515	leaf	DKFAPWxB73		2	m196	TRUE	FALSE	35125274	302
SRR8043516	internode	PHG47xMo17		2	m441	TRUE	FALSE	36033515	302
SRR8043517	leaf	B84xMo17		2	m197	TRUE	FALSE	33781421	302
SRR8043518	internode	PHG72xB73		1	m444	TRUE	FALSE	34531922	302
SRR8043519	internode	PHG50xB73		2	m440	TRUE	FALSE	33805946	302
SRR8043520	internode	Mo45xB73		2	m340	FALSE	FALSE	6829974	51
SRR8043521	internode	PHG39xB73		2	m382	TRUE	FALSE	35390714	302
SRR8043522	leaf	PHN11xB73		2	m366	TRUE	FALSE	33412769	302
SRR8043523	endosperm	NC230xMo17		2	m189	TRUE	FALSE	34608147	302
SRR8043524	leaf	PHG39xB73		2	m433	TRUE	FALSE	34298868	302
SRR8043525	leaf	NKS8326xB73		2	m345	TRUE	FALSE	48172928	302
SRR8043526	leaf	PHB47xMo17		2	m395	TRUE	FALSE	42333560	302
SRR8043527	leaf	PHB47xB73		2	m396	TRUE	FALSE	46868013	302
SRR8043528	leaf	PHG47xMo17		2	m431	TRUE	FALSE	32433997	302
SRR8043529	leaf	PHG39xMo17		2	m432	TRUE	FALSE	36924791	302
SRR8043530	root	PHG50xMo17		2	m407	FALSE	FALSE	5358180	51
SRR8043531	leaf	PHG35xMo17		2	m397	TRUE	FALSE	32247411	302
SRR8043532	leaf	PHG35xB73		2	m352	TRUE	FALSE	31082688	302
SRR8043533	leaf	PHG29xB73		2	m351	TRUE	FALSE	49954207	302
SRR8043534	endosperm	PHN11xB73		2	m330	TRUE	FALSE	31277087	302
SRR8043535	endosperm	PHG83xPH207		2	m305	TRUE	FALSE	29488708	302
SRR8043536	root	Mo45xB73		2	m371	TRUE	FALSE	33306112	302
SRR8043537	root	Mo44xB73		2	m344	TRUE	FALSE	32124037	302
SRR8043538	endosperm	LH145xB73		2	m386	TRUE	FALSE	37093016	302
SRR8043539	leaf	PHW65xB73		4	m357	FALSE	FALSE	6385448	51
SRR8043540	endosperm	DKFAPWxMo17		2	m236	FALSE	FALSE	5902351	51
SRR8043541	endosperm	H99xB73		2	m238	FALSE	FALSE	6009853	51
SRR8043542	endosperm	H99xPH207		2	m365	FALSE	FALSE	4963508	51
SRR8043543	internode	Mo17xPHG29		2	m295	TRUE	FALSE	28874120	302
SRR8043544	endosperm	H99xMo17		2	m363	FALSE	FALSE	4993095	51
SRR8043545	leaf	Mo44xMo17		3	m346	FALSE	FALSE	6675496	51
SRR8043546	root	NKH8431xB73		2	m241	TRUE	FALSE	28965014	302
SRR8043547	root	Mo45xMo17		2	m361	TRUE	FALSE	33977455	302
SRR8043548	root	Q381xB73		2	m443	FALSE	FALSE	4383398	51
SRR8043549	root	PHG47xB73		2	m383	TRUE	FALSE	31725248	302
SRR8043550	root	PHG72xB73		2	m394	TRUE	FALSE	34798204	302
SRR8043551	root	PHJ40xB73		2	m399	TRUE	FALSE	31334624	302
SRR8043552	endosperm	NKH8431xMo17		2	m349	FALSE	FALSE	6179851	51
SRR8043553	root	PHJ40xMo17		1	m445	TRUE	FALSE	37734514	302
SRR8043554	root	PHN11xB73		1	m446	TRUE	FALSE	43075707	302
SRR8043555	root	PHW65xB73		2	m375	TRUE	FALSE	34331637	302
SRR8043556	seedling	PHG35xMo17		2	m258	FALSE	FALSE	10576490	51
SRR8043557	root	W64AxB73		2	m243	TRUE	FALSE	33059070	302
SRR8043558	leaf	Mo44xMo17		4	m346	FALSE	FALSE	5866031	51
SRR8043559	leaf	Mo17xPHG29		4	m178	TRUE	FALSE	38922022	302
SRR8043560	seedling	Mo17xPHG29		2	m262	FALSE	FALSE	6286187	51
SRR8043561	seedling	Mo17xOh43		2	m263	FALSE	FALSE	8534807	51
SRR8043562	root	W64AxMo17		2	m429	TRUE	FALSE	36838596	302
SRR8043563	endosperm	PHB47xB73		1	m447	TRUE	FALSE	39422859	302
SRR8043564	leaf	PHG47xB73		4	m308	FALSE	FALSE	5318660	51
SRR8043565	leaf	LH123HTxMo17		2	m293	FALSE	FALSE	6525145	51
SRR8043566	internode	Mo17xB73		2	m206	TRUE	FALSE	29457684	302
SRR8043567	internode	LH93xB73		2	m207	TRUE	FALSE	31461588	302
SRR8043568	endosperm	LH156xB73		4	m389	TRUE	FALSE	50246340	302
SRR8043569	root	PHN11xB73		2	m446	FALSE	FALSE	4861745	51
SRR8043570	internode	DKFAPWxMo17		2	m403	TRUE	FALSE	28152074	302
SRR8043571	root	Mo44xMo17		2	m436	FALSE	FALSE	6594871	51
SRR8043572	endosperm	Q381xB73		4	m185	TRUE	FALSE	33922957	302
SRR8043573	leaf	LH145xB73		2	m300	FALSE	FALSE	867116	51
